,Position,Track Name,Artist,Streams,URL,Date,Region
946,47,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,10066,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,2017-01-01,nz
947,48,The Ocean,Mike Perry,9905,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2017-01-01,nz
948,49,Broccoli (feat. Lil Yachty),DRAM,9844,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-01-01,nz
949,50,"How Far I'll Go - From ""Moana""",Alessia Cara,9817,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-01,nz
950,51,Versace On The Floor,Bruno Mars,9704,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-01-01,nz
951,52,Shout Out to My Ex,Little Mix,9102,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017-01-01,nz
952,53,This Is What You Came For,Calvin Harris,9053,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01,nz
953,54,Sorry,Justin Bieber,8821,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-01,nz
954,55,Deja Vu,J. Cole,8738,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,2017-01-01,nz
955,56,Never Be Like You,Flume,8683,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,2017-01-01,nz
956,57,Cheap Thrills,Sia,8601,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,nz
957,58,The Greatest,Sia,8492,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-01,nz
958,59,Treat You Better,Shawn Mendes,8199,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,nz
959,60,Shed a Light,Robin Schulz,8110,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-01,nz
960,61,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,7806,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01,nz
961,62,Love On Me,Galantis,7751,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,2017-01-01,nz
962,63,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,7373,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2017-01-01,nz
963,64,Cool Girl,Tove Lo,7286,https://open.spotify.com/track/5dKyZWlgjWw1oJgLa4GCZD,2017-01-01,nz
964,65,Love Yourself,Justin Bieber,7142,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01,nz
965,66,Ride,Twenty One Pilots,6902,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-01,nz
966,67,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,6844,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2017-01-01,nz
967,68,Send My Love (To Your New Lover),Adele,6834,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,2017-01-01,nz
968,69,Too Good,Drake,6733,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017-01-01,nz
969,70,7 Years,Lukas Graham,6679,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-01,nz
970,71,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,6666,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,nz
971,72,Final Song,MØ,6613,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017-01-01,nz
972,73,Work from Home,Fifth Harmony,6496,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-01,nz
973,74,Party Monster,The Weeknd,6493,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,2017-01-01,nz
974,75,Hello,Adele,6483,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,2017-01-01,nz
975,76,Lean On (feat. MØ & DJ Snake),Major Lazer,6397,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,2017-01-01,nz
976,77,Fast Car,Jonas Blue,6388,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,2017-01-01,nz
977,78,Make Me (Cry),Noah Cyrus,6374,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017-01-01,nz
978,79,Stressed Out,Twenty One Pilots,6304,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-01,nz
979,80,Thinking Out Loud,Ed Sheeran,6192,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-01-01,nz
980,81,That's What I Like,Bruno Mars,5933,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-01-01,nz
981,82,Needed Me,Rihanna,5816,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,2017-01-01,nz
982,83,Panda,Desiigner,5745,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2017-01-01,nz
983,84,Work,Rihanna,5615,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-01,nz
984,85,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5614,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-01,nz
985,86,Hymn For The Weekend - Seeb Remix,Coldplay,5584,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,nz
986,87,What Do You Mean?,Justin Bieber,5540,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,2017-01-01,nz
987,88,Chunky,Bruno Mars,5431,https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI,2017-01-01,nz
988,89,Bounce Back,Big Sean,5426,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-01-01,nz
989,90,Redbone,Childish Gambino,5398,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2017-01-01,nz
990,91,"i hate u, i love u (feat. olivia o'brien)",gnash,5391,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-01-01,nz
991,92,Cocoon,Milky Chance,5382,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,2017-01-01,nz
992,93,Controlla,Drake,5380,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,2017-01-01,nz
993,94,The Greatest,Sia,5357,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-01,nz
994,95,How To Fly,Sticky Fingers,5331,https://open.spotify.com/track/3jAoLij05OiNndX2XlSRdS,2017-01-01,nz
995,96,Love On The Brain,Rihanna,5314,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,2017-01-01,nz
996,97,Let Me Hold You (Turn Me On),Dante Klein,5312,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,2017-01-01,nz
997,98,Catch 22 (feat. Anne-Marie),Illy,5295,https://open.spotify.com/track/2bWrml86uwGVvznX8KKtwx,2017-01-01,nz
998,99,Uptown Funk,Mark Ronson,5213,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,2017-01-01,nz
999,100,in my miNd,Maty Noyes,5159,https://open.spotify.com/track/0F1Rc18rZcJOALxIIQPTYd,2017-01-01,nz
1000,1,Starboy,The Weeknd,1950,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,ee
1001,2,Tuesday,Burak Yeter,1727,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,2017-01-01,ee
1002,3,Closer,The Chainsmokers,1692,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,ee
1003,4,Alone,Alan Walker,1649,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01,ee
1004,5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1638,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,ee
1005,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1629,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,ee
1006,7,Black Beatles,Rae Sremmurd,1427,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01,ee
1007,8,Say You Won't Let Go,James Arthur,1353,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,ee
1008,9,I Feel It Coming,The Weeknd,1328,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,ee
1009,10,Let Me Love You,DJ Snake,1296,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,ee
1010,11,Call On Me - Ryan Riback Extended Remix,Starley,1179,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,ee
1011,12,In the Name of Love,Martin Garrix,1136,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,ee
1012,13,Don't Wanna Know,Maroon 5,1131,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,ee
1013,14,Rooftop,NOËP,1104,https://open.spotify.com/track/39MsGu3FUJ5mofWxTvDL1A,2017-01-01,ee
1014,15,All We Know,The Chainsmokers,1076,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01,ee
1015,16,One Dance,Drake,1058,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,ee
1016,17,Fake Love,Drake,1017,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01,ee
1017,18,Just Hold On,Steve Aoki,1015,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,ee
1018,1,Starboy,The Weeknd,2580,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-02,ee
1019,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2287,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-02,ee
1020,3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2075,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-02,ee
1021,4,Closer,The Chainsmokers,2070,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-02,ee
1022,5,Tuesday,Burak Yeter,2066,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,2017-01-02,ee
1023,6,I Feel It Coming,The Weeknd,1867,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-02,ee
1024,7,Alone,Alan Walker,1837,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-02,ee
1025,8,Say You Won't Let Go,James Arthur,1740,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-02,ee
1026,9,Call On Me - Ryan Riback Extended Remix,Starley,1682,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-02,ee
1027,10,Black Beatles,Rae Sremmurd,1677,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-02,ee
1028,11,Let Me Love You,DJ Snake,1648,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-02,ee
1029,12,Don't Wanna Know,Maroon 5,1573,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-02,ee
1030,13,Just Hold On,Steve Aoki,1461,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-02,ee
1031,14,All We Know,The Chainsmokers,1432,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-02,ee
1032,15,Starving,Hailee Steinfeld,1409,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-02,ee
1033,16,In the Name of Love,Martin Garrix,1385,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-02,ee
1034,17,Rooftop,NOËP,1355,https://open.spotify.com/track/39MsGu3FUJ5mofWxTvDL1A,2017-01-02,ee
1035,18,Bad Things (with Camila Cabello),Machine Gun Kelly,1325,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-02,ee
1036,19,Fake Love,Drake,1311,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-02,ee
1037,20,Shed a Light,Robin Schulz,1220,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-02,ee
1038,21,One Dance,Drake,1199,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-02,ee
1039,22,Now and Later,Sage The Gemini,1189,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,2017-01-02,ee
1040,23,Heathens,Twenty One Pilots,1136,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-02,ee
1041,24,Sunset Lover,Petit Biscuit,1083,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017-01-02,ee
1042,25,All Night,The Vamps,1080,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,2017-01-02,ee
1043,26,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1074,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-02,ee
1044,27,Lähedal,Karl-Erik Taukar,1055,https://open.spotify.com/track/6An4IIXQmfdJHYWkwY1eLE,2017-01-02,ee
1045,28,Human,Rag'n'Bone Man,1048,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2017-01-02,ee
1046,29,Hear Me Now,Alok,1048,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-02,ee
1047,30,Mercy,Shawn Mendes,1043,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-02,ee
1048,31,My Way,Calvin Harris,1019,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-02,ee
1049,1,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2636,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-03,ee
1050,2,Starboy,The Weeknd,2618,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-03,ee
1051,3,Closer,The Chainsmokers,2186,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-03,ee
1052,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2175,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-03,ee
1053,5,Tuesday,Burak Yeter,2169,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,2017-01-03,ee
1054,6,Alone,Alan Walker,1948,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-03,ee
1055,7,Say You Won't Let Go,James Arthur,1926,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-03,ee
1056,8,I Feel It Coming,The Weeknd,1917,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-03,ee
1057,9,Call On Me - Ryan Riback Extended Remix,Starley,1778,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-03,ee
1058,10,Let Me Love You,DJ Snake,1739,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-03,ee
1059,11,Just Hold On,Steve Aoki,1630,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-03,ee
1060,12,Don't Wanna Know,Maroon 5,1630,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-03,ee
1061,13,Black Beatles,Rae Sremmurd,1559,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-03,ee
1062,14,Bad Things (with Camila Cabello),Machine Gun Kelly,1514,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-03,ee
1063,15,In the Name of Love,Martin Garrix,1513,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-03,ee
1064,16,All We Know,The Chainsmokers,1492,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-03,ee
1065,17,Starving,Hailee Steinfeld,1383,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-03,ee
1066,18,Shed a Light,Robin Schulz,1363,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-03,ee
1067,19,Fake Love,Drake,1313,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-03,ee
1068,20,Rooftop,NOËP,1293,https://open.spotify.com/track/39MsGu3FUJ5mofWxTvDL1A,2017-01-03,ee
1069,21,Now and Later,Sage The Gemini,1272,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,2017-01-03,ee
1070,22,All Night,The Vamps,1270,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,2017-01-03,ee
1071,23,Hear Me Now,Alok,1203,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-03,ee
1072,24,Heathens,Twenty One Pilots,1193,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-03,ee
1073,25,One Dance,Drake,1185,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-03,ee
1074,26,Sunset Lover,Petit Biscuit,1177,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017-01-03,ee
1075,27,Mercy,Shawn Mendes,1170,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-03,ee
1076,28,"How Far I'll Go - From ""Moana""",Alessia Cara,1126,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-03,ee
1077,29,Lähedal,Karl-Erik Taukar,1108,https://open.spotify.com/track/6An4IIXQmfdJHYWkwY1eLE,2017-01-03,ee
1078,30,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1078,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-03,ee
1079,31,The Mack,Nevada,1037,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-03,ee
1080,32,Weak,AJR,1036,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-01-03,ee
1081,33,Human,Rag'n'Bone Man,1027,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2017-01-03,ee
1082,34,My Way,Calvin Harris,1010,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-03,ee
1083,35,All Time Low,Jon Bellion,1009,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2017-01-03,ee
1084,36,24K Magic,Bruno Mars,1008,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-03,ee
1085,37,By Your Side,Jonas Blue,1008,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-03,ee
1086,1,Starboy,The Weeknd,2582,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-04,ee
1087,2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2579,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-04,ee
1088,3,Closer,The Chainsmokers,2197,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-04,ee
1089,4,Tuesday,Burak Yeter,2138,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,2017-01-04,ee
1090,5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2135,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-04,ee
1091,6,I Feel It Coming,The Weeknd,2001,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-04,ee
1092,7,Say You Won't Let Go,James Arthur,1907,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-04,ee
1093,8,Alone,Alan Walker,1880,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-04,ee
1094,9,Call On Me - Ryan Riback Extended Remix,Starley,1815,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-04,ee
1095,10,Black Beatles,Rae Sremmurd,1732,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-04,ee
1096,11,Let Me Love You,DJ Snake,1714,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-04,ee
1097,12,Don't Wanna Know,Maroon 5,1583,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-04,ee
1098,13,All We Know,The Chainsmokers,1534,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-04,ee
1099,14,Starving,Hailee Steinfeld,1530,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-04,ee
1100,1,Gece Gölgenin Rahatına Bak,Çağatay Akman,80607,https://open.spotify.com/track/3P31rcl0ym5paqRdwSiZps,2017-01-01,tr
1101,2,Starboy,The Weeknd,44427,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,tr
1102,3,Affet,Müslüm Gürses,34889,https://open.spotify.com/track/0ikRchpmFlaqlzLRgu9qWk,2017-01-01,tr
1103,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,28400,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,tr
1104,5,Let Me Love You,DJ Snake,25425,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,tr
1105,6,Closer,The Chainsmokers,23032,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,tr
1106,7,Haydi Söyle,Kalben,22231,https://open.spotify.com/track/3N5AZtKJALZZDHT4On8Ebx,2017-01-01,tr
1107,8,Heathens,Twenty One Pilots,21631,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01,tr
1108,9,One Dance,Drake,20857,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,tr
1109,10,Lost on You,LP,20231,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2017-01-01,tr
1110,11,Side To Side,Ariana Grande,17854,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,tr
1111,12,Cheap Thrills,Sia,17716,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,tr
1112,13,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,17134,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,tr
1113,14,Yan Benimle,Sıla,16294,https://open.spotify.com/track/2LX6XfSqCKBrt2qJngS87z,2017-01-01,tr
1114,15,Don't Wanna Know,Maroon 5,15989,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,tr
1115,16,Don't Let Me Down,The Chainsmokers,15816,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01,tr
1116,17,In the Name of Love,Martin Garrix,15563,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,tr
1117,18,I Feel It Coming,The Weeknd,15438,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,tr
1118,19,Aşk Mı Lazım,Buray,15276,https://open.spotify.com/track/2zge98dcDEddQznjn7C5Xu,2017-01-01,tr
1119,20,Tuesday,Burak Yeter,15158,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,2017-01-01,tr
1120,21,366.Gün,Sagopa Kajmer,14848,https://open.spotify.com/track/1EuFr1JA70TaEzlaSM4ulc,2017-01-01,tr
1121,22,Nilüfer,Müslüm Gürses,14743,https://open.spotify.com/track/3yYHAwO4K7AYGyPCsObCtl,2017-01-01,tr
1122,23,Günah Benim,Eypio,14001,https://open.spotify.com/track/7yzvb94Pjit2MTThmATNUA,2017-01-01,tr
1123,24,24K Magic,Bruno Mars,13940,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01,tr
1124,25,Yanımda Kal,Harun Kolçak,13605,https://open.spotify.com/track/4ZNSWkJBsaexlHG0tYvCkT,2017-01-01,tr
1125,26,Human,Rag'n'Bone Man,13534,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2017-01-01,tr
1126,27,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,13239,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,tr
1127,28,Cold Water (feat. Justin Bieber & MØ),Major Lazer,13212,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,tr
1128,29,Chantaje,Shakira,12893,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,tr
1129,30,Treat You Better,Shawn Mendes,12886,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,tr
1130,31,Cevapsız Çınlama,Emrah Karaduman,12886,https://open.spotify.com/track/64Rq8DjhO6l6meQjNJuRQF,2017-01-01,tr
1131,32,Bulutlara Esir Olduk,Oğuzhan Koç,12701,https://open.spotify.com/track/2E5uSVmOgKniCW8e6KtGiH,2017-01-01,tr
1132,33,Panda,Desiigner,12654,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2017-01-01,tr
1133,34,The Greatest,Sia,12430,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-01,tr
1134,35,Feel - Radio Edit,Mahmut Orhan,11888,https://open.spotify.com/track/7Is0OPWVcN8DdZpcNuClcy,2017-01-01,tr
1135,36,Just Hold On,Steve Aoki,11818,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,tr
1136,37,Stressed Out,Twenty One Pilots,11727,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-01,tr
1137,38,Call On Me - Ryan Riback Extended Remix,Starley,11695,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,tr
1138,39,Sadece,Kalben,11687,https://open.spotify.com/track/3GvLuAHBEa4E3qKQOS58Mg,2017-01-01,tr
1139,40,My Way,Calvin Harris,11513,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,tr
1140,41,Faded,Alan Walker,11411,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-01,tr
1141,42,This Is What You Came For,Calvin Harris,11207,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01,tr
1142,43,Now and Later,Sage The Gemini,11117,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,2017-01-01,tr
1143,44,Ain't My Fault,Zara Larsson,11089,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,2017-01-01,tr
1144,45,Fake Love,Drake,10725,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01,tr
1145,46,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,10648,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2017-01-01,tr
1146,47,Hayalet,Demet Akalın,10637,https://open.spotify.com/track/1j5tqxJIzYXbbNROEx0PcS,2017-01-01,tr
1147,48,Say You Won't Let Go,James Arthur,10539,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,tr
